"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL437";"SULFATHIAZOLE";"NSC-31812|NSC-683531|SULFATHIAZOLE|SULFATHIAZOLE (TRIPLE SULFA)|SULPHATHIAZOLE|Sulfathiazole|THIAZAMIDE|TRIPLE SULFA (SULFATHIAZOLE)";"Small molecule";"4.0";"255.32";"210";"960";"1.53";"85.08";"5";"2";"0";"3";"N";"0.81";"6.93";"2.04";"0.98";"0.50";"2";"MOL";"0";"16";"5";"3";"0";"255.0136";"-2.09";"NEUTRAL";"C9H9N3O2S2";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1";"JNMRHUJNCSQMMB-UHFFFAOYSA-N"
"CHEMBL2364632";"SARECYCLINE";"P-005672|P005672|SARECYCLINE";"Small molecule";"4.0";"487.51";"1";"2";"0.11";"173.86";"10";"5";"0";"5";"N";"0.28";"2.94";"8.25";"-3.04";"-3.22";"1";"MOL";"0";"35";"11";"6";"2";"487.1955";"1.26";"ACID";"C24H29N3O8";"CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O";"PQJQFLNBMSCUSH-SBAJWEJLSA-N"
"CHEMBL262777";"VANCOMYCIN";"VANCOMYCIN|Vancoled|Vancomycin|Vancor";"Small molecule";"4.0";"1449.27";"386";"11296";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1447.4302";"None";"None";"C66H75Cl2N9O24";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O";"MYPYJXKWCTUITO-LYRMYLQWSA-N"
"CHEMBL4298122";"CHLOROTOXIN";"CHLOROTOXIN|TM 601|TM-601|TM601";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL137";"METRONIDAZOLE";"ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DEFLAMON|DRAZIFON|ELYZOL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl|Flagyl 375|Flagyl i.v. rtu in plastic container|GINEFLAVIR|METRO I.V.|METROCREAM|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|Metrogel|NEUTRATOP|NORZOL|NSC-50364|NSC-69587|NUVESSA|Noritate|ORVAGIL|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|Vandazole|ZADSTAT|ZIDOVAL|ZYOMET";"Small molecule";"4.0";"171.16";"310";"3467";"0.09";"81.19";"5";"1";"0";"3";"N";"0.52";"None";"3.03";"-0.46";"-0.46";"1";"MOL";"0";"12";"6";"1";"0";"171.0644";"-1.67";"NEUTRAL";"C6H9N3O3";"Cc1ncc([N+](=O)[O-])n1CCO";"VAOCPAMSLUNLGC-UHFFFAOYSA-N"
"CHEMBL160";"CYCLOSPORINE";"27-400|ANTIBIOTIC S-7481F1|ATOPICA|CAPIMUNE|CAPSORIN|CEQUA|CICLOSPORIN|CICLOSPORIN A|CICLOSPORINUM|CYCLOSPORIN|CYCLOSPORIN A|CYCLOSPORINE|CYCLOSPORINE A|CYCLOSPORINE MICROEMULSION|CYCLOSPORINE, MODIFIED|DEXIMUNE|EQUORAL|Gengraf|IKERVIS|MITOGARD|NEOPLANTA|NEUROSTAT|NSC-290193|Neoral|OL-27-400|OPTIMMUNE|RAMIHYPHIN A|RESTASIS MULTIDOSE|Restasis|SANDIMMUN|SANG-35|SANGCYA|SDZ-OXL-400|Sandimmune|VANQUORAL|VERKAZIA|ZINOGRAF ME";"Protein";"4.0";"1202.63";"273";"4136";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1201.8414";"None";"None";"C62H111N11O12";"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"PMATZTZNYRCHOR-CGLBZJNRSA-N"
"CHEMBL1741";"CLARITHROMYCIN";"6-O-METHYLERYTHROMYCIN|A-56268|ABBOTT-56268|BIAXIN XL|Biaxin|Biaxin XL Pac|CLARIE XL|CLARITHROMYCIN|CLARITHROMYCIN IDENTITY|CLAROSIP|CYLLIND|Clarithromycin extended release|ERYTHROMYCIN, 6-O-METHYL-|FEBZIN XL|KLACID|KLARICID|KLARICID 500|KLARICID ADULT|KLARICID I.V.|KLARICID PAED|KLARICID XL|MACLADIN|MAVID|MYCIFOR XL|NSC-758704|Prevpac|TE-031|VECLAM|XETININ XL|ZECLAR";"Small molecule";"4.0";"747.96";"225";"3163";"2.44";"182.91";"14";"4";"2";"8";"N";"0.27";"12.46";"8.38";"3.24";"2.22";"0";"MOL";"0";"52";"14";"4";"2";"747.4769";"1.77";"NEUTRAL";"C38H69NO13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CHEMBL1201289";"CLINDAMYCIN PALMITATE";"CLINDAMYCIN PALMITATE";"Small molecule";"4.0";"663.41";"1";"1";"6.42";"108.33";"8";"3";"2";"22";"N";"0.07";"12.59";"7.55";"7.96";"7.58";"0";"MOL";"0";"44";"8";"3";"2";"662.4095";"0.65";"NEUTRAL";"C34H63ClN2O6S";"CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC";"OYSKUZDIHNKWLV-PRUAPSLNSA-N"
"CHEMBL1908350";"ROKITAMYCIN";"3''-PROPIONYLLEUCOMYCIN A5|RICAMYCIN|ROKITAMYCIN|TMS 19Q|TMS-19Q";"Small molecule";"-1.0";"828.01";"8";"44";"3.16";"206.05";"16";"3";"2";"13";"N";"0.14";"12.71";"7.90";"3.63";"3.01";"0";"MOL";"0";"58";"16";"3";"2";"827.4667";"2.07";"NEUTRAL";"C42H69NO15";"CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC";"VYWWNRMSAPEJLS-MDWYKHENSA-N"
"CHEMBL3545057";"ACETYLDIGITOXIN";"ACETYLDIGITOXIN|ACETYLDIGITOXINS .ALPHA.-FORM|Acylanid";"Small molecule";"4.0";"806.99";"1";"4";"3.82";"188.90";"14";"4";"2";"8";"N";"0.20";"7.18";"0.24";"4.04";"3.62";"0";"MOL";"0";"57";"14";"4";"2";"806.4453";"2.28";"NEUTRAL";"C43H66O14";"CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O";"HPMZBILYSWLILX-UMDUKNJSSA-N"
"CHEMBL453514";"SPIRAMYCIN";"ACETYLSPIRAMYCIN|IL 5902|IL-5902|NSC-55926|NSC-64393|NSC-758472|ROVAMICINA|ROVAMYCINE|ROVAMYCINE 250|RP 5337|RP-5337|Rovamycin|SELECTOMYCIN|SPIRAMYCIN|Spiramycin I";"Small molecule";"4.0";"843.06";"37";"152";"2.33";"195.38";"16";"4";"2";"11";"N";"0.17";"12.53";"9.26";"2.50";"0.02";"0";"MOL";"0";"59";"16";"4";"2";"842.5140";"1.88";"BASE";"C43H74N2O14";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O";"ACTOXUHEUCPTEW-CEUOBAOPSA-N"
"CHEMBL1506";"CHLORAMPHENICOL PALMITATE";"CHLORAMBON|CHLORAMPHENICOL PALMITATE|CHLORAMPHENICOLI PALMITAS|CLOROLIFARINA|Chloramphenicol Palmitate|Chlorolifarina|Chloromycetin Palmitate|Chloropal|DETREOPAL|NSC-756675";"Small molecule";"4.0";"561.55";"4";"8";"6.94";"118.77";"6";"2";"2";"21";"N";"0.06";"9.07";"None";"7.80";"7.79";"1";"MOL";"0";"37";"8";"2";"2";"560.2420";"0.02";"NEUTRAL";"C27H42Cl2N2O6";"CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1";"PXKHGMGELZGJQE-ILBGXUMGSA-N"
"CHEMBL571546";"TIRBANIBULIN";"KLISYRI|KX-01|KX-2-391|KX-2391|KX2-391|KX2391|TIRBANIBULIN";"Small molecule";"4.0";"431.54";"337";"1453";"3.32";"63.69";"5";"1";"0";"9";"N";"0.56";"None";"6.63";"3.21";"3.14";"3";"MOL";"0";"32";"6";"1";"0";"431.2209";"-1.49";"NEUTRAL";"C26H29N3O3";"O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1";"HUNGUWOZPQBXGX-UHFFFAOYSA-N"
"CHEMBL417";"EPIRUBICIN";"4'-EPI-ADRIAMYCIN|EPIADRIAMYCIN|EPIDOXORUBICIN|EPIRUBICIN|Ellence|Epirubicin|FARMORUBICIN|NSC-256942";"Small molecule";"4.0";"543.53";"150";"1025";"0.00";"206.07";"12";"6";"3";"5";"N";"0.24";"8.00";"9.03";"0.53";"0.10";"2";"MOL";"0";"39";"12";"7";"3";"543.1741";"1.81";"BASE";"C27H29NO11";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1";"AOJJSUZBOXZQNB-VTZDEGQISA-N"
"CHEMBL4297229";"PRABOTULINUMTOXIN A";"ABP 450|ABP-450|ABP450|BOTULINUM TOXIN TYPE A COMPLEX|DWP-450|DWP450|Jeuveau|PRABOTULINUMTOXIN A|PRABOTULINUMTOXINA|PRABOTULINUMTOXINA XVFS|PRABOTULINUMTOXINA-XVFS";"Unknown";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201281";"CHLORAMPHENICOL SUCCINIC ACID";"Chloramphenicol succinate";"Small molecule";"4.0";"423.20";"4";"4";"1.32";"156.07";"7";"3";"0";"10";"N";"0.22";"3.65";"None";"1.14";"-2.19";"1";"MOL";"0";"27";"10";"3";"0";"422.0284";"-0.02";"ACID";"C15H16Cl2N2O8";"O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1";"LIRCDOVJWUGTMW-ZWNOBZJWSA-N"
"CHEMBL4650385";"CARRIMYCIN";"4''-ISOVALERYLSPIRAMYCIN|CARRIMYCIN";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL377559";"RETASPIMYCIN HYDROCHLORIDE";"IPI-504|IPI-504 HYDROCHLORIDE|RETASPIMYCIN HCL|RETASPIMYCIN HYDROCHLORIDE";"Small molecule";"3.0";"624.18";"8";"14";"4.16";"172.60";"9";"6";"2";"6";"N";"0.16";"9.62";"4.55";"3.80";"3.79";"1";"MOL";"0";"42";"11";"7";"3";"587.3207";"1.92";"NEUTRAL";"C31H46ClN3O8";"C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl";"OIRUWDYJGMHDHJ-AFXVCOSJSA-N"
"CHEMBL2146123";"METHACYCLINE HYDROCHLORIDE";"METACYCLINE HYDROCHLORIDE|METHACYCLINE HCL|METHACYCLINE HYDROCHLORIDE|NSC-356465|NSC-757835|Rondomycin";"Small molecule";"4.0";"478.89";"47";"92";"-0.44";"181.62";"9";"6";"1";"2";"N";"0.33";"2.88";"7.41";"-3.51";"-3.81";"1";"MOL";"0";"32";"10";"7";"1";"442.1376";"1.56";"ACID";"C22H23ClN2O8";"C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl";"VZQARNDJLLWXGL-CCHMMTNSSA-N"
"CHEMBL1257070";"FAROPENEM MEDOXOMIL";"A-0026|A0026|BAY-56-6854|FAROPENEM DALOXATE|FAROPENEM MEDOXOMIL|FROPENEM DALOXATE|SUN-A0026";"Small molecule";"3.0";"397.41";"9";"89";"0.89";"119.42";"9";"1";"0";"5";"N";"0.57";"None";"None";"0.23";"0.23";"1";"MOL";"0";"27";"9";"1";"0";"397.0831";"0.23";"NEUTRAL";"C17H19NO8S";"Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12";"JQBKWZPHJOEQAO-DVPVEWDBSA-N"
"CHEMBL4594246";"SULOPENEM ETZADROXIL";"PF-03709270|PF03709270|SULOPENEM ETZADROXIL";"Small molecule";"3.0";"477.63";"";"";"1.80";"116.20";"9";"1";"0";"9";"N";"0.23";"None";"None";"1.05";"1.05";"0";"MOL";"0";"30";"8";"1";"0";"477.0950";"0.33";"NEUTRAL";"C19H27NO7S3";"CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12";"NBPVNGWRLGHULH-JKOUTOBWSA-N"
"CHEMBL105";"MITOMYCIN";"AMETYCINE|JELMYTO|MITOCIN-C|MITOMYCIN|MITOMYCIN C|MITOMYCIN-C|MITOSOL|MITOZYTREX|MUAMYCIN|Mutamycin|Mytozytrex|NSC-26980|UGN-101|UGN-102";"Small molecule";"4.0";"334.33";"880";"2460";"-1.65";"146.89";"8";"3";"0";"3";"N";"0.41";"None";"5.60";"-1.05";"-1.05";"0";"MOL";"0";"24";"9";"5";"0";"334.1277";"2.07";"NEUTRAL";"C15H18N4O5";"CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12";"NWIBSHFKIJFRCO-WUDYKRTCSA-N"
"CHEMBL1201469";"GRAMICIDIN";"GRAMICIDIN|GRAMICIDIN D|GRAMICIDINS|Gramoderm|NSC-757043";"Small molecule";"4.0";"";"105";"264";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2221250";"CAPREOMYCIN";"CAPASTAT|CAPOSTATIN|CAPREOMICIN|CAPREOMYCIN|CAPROMYCIN";"Protein";"4.0";"1321.44";"6";"41";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1320.6984";"None";"None";"C50H88N28O15";"C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1";"VCOPTHOUUNAYKQ-DAOVIKHBSA-N"
"CHEMBL1200610";"LORACARBEF";"LORACARBEF|LORACARBEF MONOHYDRATE|LY-163892 MONOHYDRATE|LY163892 MONOHYDRATE|Lorabid";"Small molecule";"4.0";"367.79";"";"";"0.71";"112.73";"4";"3";"0";"4";"N";"0.69";"2.93";"7.23";"-2.40";"-2.76";"1";"MOL";"0";"24";"7";"4";"0";"349.0829";"0.23";"ACID";"C16H18ClN3O5";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O";"GPYKKBAAPVOCIW-HSASPSRMSA-N"
"CHEMBL249837";"METHACYCLINE";"GS-2876|METACYCLINE|METHACYCLINE|MOTC";"Small molecule";"4.0";"442.42";"9";"38";"-0.44";"181.62";"9";"6";"1";"2";"N";"0.33";"2.88";"7.41";"-3.51";"-3.81";"1";"MOL";"0";"32";"10";"7";"1";"442.1376";"1.56";"ACID";"C22H22N2O8";"C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12";"MHIGBKBJSQVXNH-IWVLMIASSA-N"
"CHEMBL3989769";"NEOMYCIN SULFATE";"BIOMYDRIN|BIOSOL|BYKOMYCIN|Biosol|CICATRENE|CICATRIN|ENDOMIXIN|FRADIOMYCIN SULFATE|FRAMYCETIN SULFATE|FRAMYCETIN SULPHATE|FRAQUINOL|Fradiomycin Sulfate|GPPE NSL GEL|GRANEODIN|MYACINE|MYCIGUENT|Mycifradin|NASEPTIN|NEO-FRADIN|NEO-RX|NEOBACRIN|NEOBIOTIC|NEOBRETTIN|NEOMIX|NEOMYCIN B SULFATE|NEOMYCIN B SULPHATE|NEOMYCIN B, SULFATE (SALT)|NEOMYCIN B, SULPHATE (SALT)|NEOMYCIN SULFATE|NEOSPORIN|NEOSULF|NIVEMYCIN|NSC-757240|SOFRAMYCIN|TRIBIOTIC|TUTTOMYCIN|VIBROCIL";"Small molecule";"4.0";"";"7";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
